RegistroANS;RazaoSocial;Trimestre;Ano;ValorDespesas
422584;NÃO INFORMADA;1;2025;4910928.24
421421;NÃO INFORMADA;1;2025;65711632.52
421723;NÃO INFORMADA;1;2025;562104.04
420051;NÃO INFORMADA;1;2025;286461.05
420093;NÃO INFORMADA;1;2025;1296377.63
420166;NÃO INFORMADA;1;2025;44901401.74
420981;NÃO INFORMADA;1;2025;1952041.78
421341;NÃO INFORMADA;1;2025;25000491.84
420000;NÃO INFORMADA;1;2025;17696791.08
421715;NÃO INFORMADA;1;2025;1432615116.73
420930;NÃO INFORMADA;1;2025;785823.93
421561;NÃO INFORMADA;1;2025;233797.80
420107;NÃO INFORMADA;1;2025;0
420701;NÃO INFORMADA;1;2025;8447770.12
421154;NÃO INFORMADA;1;2025;12245618.91
419958;NÃO INFORMADA;1;2025;7996629.52
421359;NÃO INFORMADA;1;2025;4330693.25
421618;NÃO INFORMADA;1;2025;1459135.90
420786;NÃO INFORMADA;1;2025;6613725.29
421197;NÃO INFORMADA;1;2025;23328892.99
420841;NÃO INFORMADA;1;2025;0
421189;NÃO INFORMADA;1;2025;824855.91
421634;NÃO INFORMADA;1;2025;1062086.59
421707;NÃO INFORMADA;1;2025;4689255.13
420123;NÃO INFORMADA;1;2025;2199732.15
421367;NÃO INFORMADA;1;2025;1492316.23
420816;NÃO INFORMADA;1;2025;695800.62
421146;NÃO INFORMADA;1;2025;0
420077;NÃO INFORMADA;1;2025;70153782.72
421006;NÃO INFORMADA;1;2025;16250866.77
420158;NÃO INFORMADA;1;2025;24609286.51
419974;NÃO INFORMADA;1;2025;2654031.54
420085;NÃO INFORMADA;1;2025;3934466.95
422941;NÃO INFORMADA;1;2025;0
423181;NÃO INFORMADA;1;2025;193435.43
423262;NÃO INFORMADA;1;2025;142221.45
421928;NÃO INFORMADA;1;2025;91616088.56
422088;NÃO INFORMADA;1;2025;934007.36
422321;NÃO INFORMADA;1;2025;18433332.44
422398;NÃO INFORMADA;1;2025;23761205.83
422762;NÃO INFORMADA;1;2025;4466336.32
423017;NÃO INFORMADA;1;2025;0
423351;NÃO INFORMADA;1;2025;6106810.28
422134;NÃO INFORMADA;1;2025;0
422592;NÃO INFORMADA;1;2025;0
422959;NÃO INFORMADA;1;2025;1447566.53
423203;NÃO INFORMADA;1;2025;1887134.85
421731;NÃO INFORMADA;1;2025;13580437.66
421944;NÃO INFORMADA;1;2025;13733090.80
422631;NÃO INFORMADA;1;2025;1266535614.66
422126;NÃO INFORMADA;1;2025;0
422771;NÃO INFORMADA;1;2025;20645499.31
422029;NÃO INFORMADA;1;2025;63884780.99
422339;NÃO INFORMADA;1;2025;89295930.54
422479;NÃO INFORMADA;1;2025;54610.75
422827;NÃO INFORMADA;1;2025;6440851.42
360414;NÃO INFORMADA;1;2025;16672200.86
355577;NÃO INFORMADA;1;2025;22106164.78
357511;NÃO INFORMADA;1;2025;251767627.08
358053;NÃO INFORMADA;1;2025;12937837.50
358436;NÃO INFORMADA;1;2025;4527110.95
359289;NÃO INFORMADA;1;2025;57630694.97
358096;NÃO INFORMADA;1;2025;33084763.63
354619;NÃO INFORMADA;1;2025;10517654.36
356581;NÃO INFORMADA;1;2025;23502552.29
360244;NÃO INFORMADA;1;2025;73425592.20
355097;NÃO INFORMADA;1;2025;219313755.35
355593;NÃO INFORMADA;1;2025;18274218.11
357138;NÃO INFORMADA;1;2025;56770111.33
357669;NÃO INFORMADA;1;2025;5557728.97
358754;NÃO INFORMADA;1;2025;18372168.46
359033;NÃO INFORMADA;1;2025;13227710.71
359661;NÃO INFORMADA;1;2025;558787441.89
354783;NÃO INFORMADA;1;2025;103227299.58
355721;NÃO INFORMADA;1;2025;256976380.13
356417;NÃO INFORMADA;1;2025;144781172.24
357391;NÃO INFORMADA;1;2025;569164836.19
354627;NÃO INFORMADA;1;2025;14257923942.28
358088;NÃO INFORMADA;1;2025;71153600.27
358282;NÃO INFORMADA;1;2025;15503669.43
359122;NÃO INFORMADA;1;2025;28308558.73
355151;NÃO INFORMADA;1;2025;103111144.21
357715;NÃO INFORMADA;1;2025;12636067.61
357022;NÃO INFORMADA;1;2025;31337526.01
357260;NÃO INFORMADA;1;2025;59999109.47
358339;NÃO INFORMADA;1;2025;1541897.63
359777;NÃO INFORMADA;1;2025;83996669.08
355691;NÃO INFORMADA;1;2025;260916717.79
356123;NÃO INFORMADA;1;2025;62948359.40
359017;NÃO INFORMADA;1;2025;2535218804.12
354678;NÃO INFORMADA;1;2025;5039376.75
354996;NÃO INFORMADA;1;2025;9713726.77
356476;NÃO INFORMADA;1;2025;35204127.12
382639;NÃO INFORMADA;1;2025;578648.88
385255;NÃO INFORMADA;1;2025;39284890.27
380661;NÃO INFORMADA;1;2025;90337062.81
368920;NÃO INFORMADA;1;2025;25509306.02
371254;NÃO INFORMADA;1;2025;292554879.26
379280;NÃO INFORMADA;1;2025;53718156.43
369411;NÃO INFORMADA;1;2025;93851442.54
378216;NÃO INFORMADA;1;2025;17313970.25
370568;NÃO INFORMADA;1;2025;1502816.21
371106;NÃO INFORMADA;1;2025;68412810.51
372561;NÃO INFORMADA;1;2025;29586638.05
382655;NÃO INFORMADA;1;2025;1454091.37
384577;NÃO INFORMADA;1;2025;279828969.39
370711;NÃO INFORMADA;1;2025;1287560.99
371629;NÃO INFORMADA;1;2025;59973469.14
381144;NÃO INFORMADA;1;2025;1299121.59
370070;NÃO INFORMADA;1;2025;191461458.31
368253;NÃO INFORMADA;1;2025;2487523405.54
370592;NÃO INFORMADA;1;2025;4689079.94
365645;NÃO INFORMADA;1;2025;3306177.69
367087;NÃO INFORMADA;1;2025;108761642.26
360783;NÃO INFORMADA;1;2025;3031814.38
361569;NÃO INFORMADA;1;2025;4074802.27
364070;NÃO INFORMADA;1;2025;7363770.57
364592;NÃO INFORMADA;1;2025;15441334.45
366439;NÃO INFORMADA;1;2025;4088563.59
363286;NÃO INFORMADA;1;2025;14495628.84
366064;NÃO INFORMADA;1;2025;24695954.05
368148;NÃO INFORMADA;1;2025;29460260.03
361593;NÃO INFORMADA;1;2025;3093637.15
361941;NÃO INFORMADA;1;2025;27659675.71
366561;NÃO INFORMADA;1;2025;84625513.26
362832;NÃO INFORMADA;1;2025;10044641.39
364312;NÃO INFORMADA;1;2025;116672339.35
365238;NÃO INFORMADA;1;2025;18689812.34
367095;NÃO INFORMADA;1;2025;90904640.21
367613;NÃO INFORMADA;1;2025;4140974.06
363391;NÃO INFORMADA;1;2025;2522156.03
365777;NÃO INFORMADA;1;2025;29684794.30
361011;NÃO INFORMADA;1;2025;152463022.53
366340;NÃO INFORMADA;1;2025;13883155.32
360449;NÃO INFORMADA;1;2025;490586093.44
362140;NÃO INFORMADA;1;2025;23619999.10
363855;NÃO INFORMADA;1;2025;26086811.49
361615;NÃO INFORMADA;1;2025;39031021.66
367397;NÃO INFORMADA;1;2025;79234076.74
361461;NÃO INFORMADA;1;2025;22711942.97
363189;NÃO INFORMADA;1;2025;2986249.11
365530;NÃO INFORMADA;1;2025;13456607.19
364860;NÃO INFORMADA;1;2025;76932318.33
365785;NÃO INFORMADA;1;2025;1127770.20
364584;NÃO INFORMADA;1;2025;144024294.93
362573;NÃO INFORMADA;1;2025;13915701.63
369292;NÃO INFORMADA;1;2025;145129002.76
382281;NÃO INFORMADA;1;2025;858634.34
370975;NÃO INFORMADA;1;2025;15449910.00
382876;NÃO INFORMADA;1;2025;770684503.20
384704;NÃO INFORMADA;1;2025;7161768.85
372609;NÃO INFORMADA;1;2025;63639156.79
382540;NÃO INFORMADA;1;2025;23668132.63
369659;NÃO INFORMADA;1;2025;219416481.32
371564;NÃO INFORMADA;1;2025;12732090.39
371777;NÃO INFORMADA;1;2025;47422509.26
379956;NÃO INFORMADA;1;2025;492975457.45
368555;NÃO INFORMADA;1;2025;7762537.67
370681;NÃO INFORMADA;1;2025;55860208.97
370088;NÃO INFORMADA;1;2025;18587573.27
374440;NÃO INFORMADA;1;2025;9318699.34
422070;NÃO INFORMADA;2;2025;46440107.89
422371;NÃO INFORMADA;2;2025;17177743.45
422576;NÃO INFORMADA;2;2025;0
422959;NÃO INFORMADA;2;2025;2955686.70
424129;NÃO INFORMADA;2;2025;0
419249;NÃO INFORMADA;2;2025;269653012.02
419257;NÃO INFORMADA;2;2025;0
419354;NÃO INFORMADA;2;2025;267253.68
419699;NÃO INFORMADA;2;2025;24184852.33
420077;NÃO INFORMADA;2;2025;147797079.49
420841;NÃO INFORMADA;2;2025;0
421146;NÃO INFORMADA;2;2025;0
421197;NÃO INFORMADA;2;2025;48752887.34
421634;NÃO INFORMADA;2;2025;2110855.9
421707;NÃO INFORMADA;2;2025;6888696.77
422681;NÃO INFORMADA;2;2025;42455256.07
422771;NÃO INFORMADA;2;2025;42963498.13
421723;NÃO INFORMADA;2;2025;1133286.77
421871;NÃO INFORMADA;2;2025;6416989.66
422151;NÃO INFORMADA;2;2025;8242795.37
422355;NÃO INFORMADA;2;2025;854125.54
422762;NÃO INFORMADA;2;2025;11011490.47
423858;NÃO INFORMADA;2;2025;0
424544;NÃO INFORMADA;2;2025;0
419958;NÃO INFORMADA;2;2025;16988327.37
420786;NÃO INFORMADA;2;2025;14087641.84
421189;NÃO INFORMADA;2;2025;2090885.09
421618;NÃO INFORMADA;2;2025;2896762.79
422479;NÃO INFORMADA;2;2025;102243.04
424048;NÃO INFORMADA;2;2025;1663411.48
421367;NÃO INFORMADA;2;2025;2409646.53
309222;NÃO INFORMADA;2;2025;1171383909.86
309907;NÃO INFORMADA;2;2025;118346850.80
310239;NÃO INFORMADA;2;2025;12020042.83
311146;NÃO INFORMADA;2;2025;36368469.56
312282;NÃO INFORMADA;2;2025;22814610.98
312720;NÃO INFORMADA;2;2025;558817521.77
314587;NÃO INFORMADA;2;2025;24228207.88
315567;NÃO INFORMADA;2;2025;97918971.00
319121;NÃO INFORMADA;2;2025;414506468.94
319384;NÃO INFORMADA;2;2025;147395087.66
320820;NÃO INFORMADA;2;2025;29843187.50
320838;NÃO INFORMADA;2;2025;25612894.30
000582;NÃO INFORMADA;2;2025;3108445110.48
006246;NÃO INFORMADA;2;2025;12995071539.72
301728;NÃO INFORMADA;2;2025;38347657.30
301949;NÃO INFORMADA;2;2025;463260732.40
302627;NÃO INFORMADA;2;2025;22682410.59
303178;NÃO INFORMADA;2;2025;41765766.48
303356;NÃO INFORMADA;2;2025;495866370.97
304051;NÃO INFORMADA;2;2025;94829638.28
304441;NÃO INFORMADA;2;2025;8740884.05
305626;NÃO INFORMADA;2;2025;15710273.08
308811;NÃO INFORMADA;2;2025;22721482.54
310522;NÃO INFORMADA;2;2025;107920728.57
311618;NÃO INFORMADA;2;2025;80860288.10
314706;NÃO INFORMADA;2;2025;5941685.44
316458;NÃO INFORMADA;2;2025;13952286.15
321044;NÃO INFORMADA;2;2025;589535053.41
321087;NÃO INFORMADA;2;2025;34689819.22
317144;NÃO INFORMADA;2;2025;1642132990.22
303844;NÃO INFORMADA;2;2025;38481241.87
304531;NÃO INFORMADA;2;2025;4876713.77
306398;NÃO INFORMADA;2;2025;406631850.45
306762;NÃO INFORMADA;2;2025;138205396.08
355577;NÃO INFORMADA;2;2025;46133793.91
356581;NÃO INFORMADA;2;2025;47361048.96
357138;NÃO INFORMADA;2;2025;119741316.27
357260;NÃO INFORMADA;2;2025;124421740.51
360244;NÃO INFORMADA;2;2025;146845082.20
360449;NÃO INFORMADA;2;2025;1029348014.93
360783;NÃO INFORMADA;2;2025;6344514.42
361593;NÃO INFORMADA;2;2025;6611633.13
346209;NÃO INFORMADA;2;2025;81346678.29
347108;NÃO INFORMADA;2;2025;26691140.11
347655;NÃO INFORMADA;2;2025;60009218.74
350699;NÃO INFORMADA;2;2025;60808956.35
352519;NÃO INFORMADA;2;2025;19115620.86
353663;NÃO INFORMADA;2;2025;286241982.20
357022;NÃO INFORMADA;2;2025;63644130.23
357669;NÃO INFORMADA;2;2025;11525988.36
358282;NÃO INFORMADA;2;2025;29962321.10
358754;NÃO INFORMADA;2;2025;37790472.30
362573;NÃO INFORMADA;2;2025;29986636.67
369659;NÃO INFORMADA;2;2025;452078927.95
349682;NÃO INFORMADA;2;2025;186311529.56
351270;NÃO INFORMADA;2;2025;20247889.97
312347;NÃO INFORMADA;2;2025;127612350.56
313084;NÃO INFORMADA;2;2025;46041252.33
319180;NÃO INFORMADA;2;2025;33927200.97
319422;NÃO INFORMADA;2;2025;43908627.77
322571;NÃO INFORMADA;2;2025;93786740.92
319708;NÃO INFORMADA;2;2025;207651828.12
319996;NÃO INFORMADA;2;2025;1049152060.34
320251;NÃO INFORMADA;2;2025;131960344.97
000515;NÃO INFORMADA;2;2025;18483789.57
005711;NÃO INFORMADA;2;2025;24348720710.67
300713;NÃO INFORMADA;2;2025;98860905.24
302147;NÃO INFORMADA;2;2025;2925273527.74
303267;NÃO INFORMADA;2;2025;238448482.05
303623;NÃO INFORMADA;2;2025;398672726.22
304468;NÃO INFORMADA;2;2025;76864981.49
306126;NÃO INFORMADA;2;2025;110434933.12
311294;NÃO INFORMADA;2;2025;92628839.63
316873;NÃO INFORMADA;2;2025;74127833.36
319872;NÃO INFORMADA;2;2025;2298986.16
320706;NÃO INFORMADA;2;2025;255099751.34
320862;NÃO INFORMADA;2;2025;69919490.94
301744;NÃO INFORMADA;2;2025;69503518.21
302953;NÃO INFORMADA;2;2025;339510312.43
304123;NÃO INFORMADA;2;2025;36165101.11
408026;NÃO INFORMADA;2;2025;3258456.53
411752;NÃO INFORMADA;2;2025;122411378.26
412058;NÃO INFORMADA;2;2025;15758505.80
413330;NÃO INFORMADA;2;2025;22071336.66
414212;NÃO INFORMADA;2;2025;14523025.69
415014;NÃO INFORMADA;2;2025;63366681.23
416801;NÃO INFORMADA;2;2025;45301017.46
417947;NÃO INFORMADA;2;2025;68498619.76
418129;NÃO INFORMADA;2;2025;3378862.09
370070;NÃO INFORMADA;2;2025;392935716.05
370568;NÃO INFORMADA;2;2025;3853124.13
379956;NÃO INFORMADA;2;2025;1080104881.54
382540;NÃO INFORMADA;2;2025;52519889.79
382876;NÃO INFORMADA;2;2025;1583380373.78
385255;NÃO INFORMADA;2;2025;79618682.45
401480;NÃO INFORMADA;2;2025;12318638.35
403962;NÃO INFORMADA;2;2025;32775558.86
406635;NÃO INFORMADA;2;2025;4551677.19
409243;NÃO INFORMADA;2;2025;96991855.42
410608;NÃO INFORMADA;2;2025;9169756.27
412996;NÃO INFORMADA;2;2025;4436561.55
413551;NÃO INFORMADA;2;2025;387247.83
414654;NÃO INFORMADA;2;2025;3020190.55
414930;NÃO INFORMADA;2;2025;50473936.73
415693;NÃO INFORMADA;2;2025;82394871.12
415936;NÃO INFORMADA;2;2025;21457716.42
415944;NÃO INFORMADA;2;2025;65606.08
416398;NÃO INFORMADA;2;2025;33669484.96
418218;NÃO INFORMADA;2;2025;2945162.61
418226;NÃO INFORMADA;2;2025;5289815.25
418285;NÃO INFORMADA;2;2025;80119558.98
418501;NÃO INFORMADA;2;2025;7238487.36
418587;NÃO INFORMADA;2;2025;34451411.08
371254;NÃO INFORMADA;2;2025;603779077.74
374440;NÃO INFORMADA;2;2025;19226432.75
384704;NÃO INFORMADA;2;2025;14720686.62
395480;NÃO INFORMADA;2;2025;44139935.49
408794;NÃO INFORMADA;2;2025;17207573.81
411582;NÃO INFORMADA;2;2025;28449827.69
412759;NÃO INFORMADA;2;2025;17418103.39
413534;NÃO INFORMADA;2;2025;468579685.82
414581;NÃO INFORMADA;2;2025;103697056.18
414662;NÃO INFORMADA;2;2025;6500433.64
415081;NÃO INFORMADA;2;2025;1358246.6
415910;NÃO INFORMADA;2;2025;1241809.7
416428;NÃO INFORMADA;2;2025;2475476715.69
371564;NÃO INFORMADA;2;2025;25220836.89
371777;NÃO INFORMADA;2;2025;97082926.63
372609;NÃO INFORMADA;2;2025;129099245.55
392804;NÃO INFORMADA;2;2025;237201771.94
394734;NÃO INFORMADA;2;2025;37623474.87
406945;NÃO INFORMADA;2;2025;31098691.94
409634;NÃO INFORMADA;2;2025;4725205.06
414689;NÃO INFORMADA;2;2025;4875490.33
386596;NÃO INFORMADA;2;2025;71932597.61
389358;NÃO INFORMADA;2;2025;7231302.58
414387;NÃO INFORMADA;2;2025;2897499.41
414905;NÃO INFORMADA;2;2025;45124557.37
415065;NÃO INFORMADA;2;2025;24828471.11
415111;NÃO INFORMADA;2;2025;134102453.41
415626;NÃO INFORMADA;2;2025;13739922.57
415901;NÃO INFORMADA;2;2025;691592.31
416584;NÃO INFORMADA;2;2025;28727680.99
416690;NÃO INFORMADA;2;2025;43109625.27
416738;NÃO INFORMADA;2;2025;53540171.01
370681;NÃO INFORMADA;2;2025;114957408.00
373109;NÃO INFORMADA;2;2025;1928743.30
382281;NÃO INFORMADA;2;2025;2148534.93
384577;NÃO INFORMADA;2;2025;570073716.62
385620;NÃO INFORMADA;2;2025;56633208.42
402966;NÃO INFORMADA;2;2025;13717763.84
406554;NÃO INFORMADA;2;2025;63959987.00
410292;NÃO INFORMADA;2;2025;37652373.60
412015;NÃO INFORMADA;2;2025;1847957.39
414701;NÃO INFORMADA;2;2025;4375102.97
415987;NÃO INFORMADA;2;2025;2520943.32
417424;NÃO INFORMADA;2;2025;0
312363;NÃO INFORMADA;2;2025;3066386567.50
314366;NÃO INFORMADA;2;2025;1793748.22
314781;NÃO INFORMADA;2;2025;19916717.23
315265;NÃO INFORMADA;2;2025;44556193.31
315648;NÃO INFORMADA;2;2025;26897240.57
321273;NÃO INFORMADA;2;2025;463428365.70
321320;NÃO INFORMADA;2;2025;15652243.20
321958;NÃO INFORMADA;2;2025;187172811.62
322326;NÃO INFORMADA;2;2025;5490869.93
305421;NÃO INFORMADA;2;2025;1696054.97
306100;NÃO INFORMADA;2;2025;99406299.40
306886;NÃO INFORMADA;2;2025;425337966.54
318477;NÃO INFORMADA;2;2025;50546069.84
000884;NÃO INFORMADA;2;2025;166438934.62
304212;NÃO INFORMADA;2;2025;6655002.16
311359;NÃO INFORMADA;2;2025;57338162.89
311715;NÃO INFORMADA;2;2025;91730985.36
311944;NÃO INFORMADA;2;2025;18779032.28
312851;NÃO INFORMADA;2;2025;617697463.57
313149;NÃO INFORMADA;2;2025;4741789.98
314251;NÃO INFORMADA;2;2025;37900428.73
314668;NÃO INFORMADA;2;2025;127062191.37
315494;NÃO INFORMADA;2;2025;26904785.18
317012;NÃO INFORMADA;2;2025;42221546.64
320510;NÃO INFORMADA;2;2025;17375687.64
300136;NÃO INFORMADA;2;2025;76227584.15
301124;NÃO INFORMADA;2;2025;29990351.41
302228;NÃO INFORMADA;2;2025;14919023.73
303739;NÃO INFORMADA;2;2025;111230959.27
304131;NÃO INFORMADA;2;2025;59761169.23
304395;NÃO INFORMADA;2;2025;71816706.95
310247;NÃO INFORMADA;2;2025;139785105.07
313751;NÃO INFORMADA;2;2025;19749417.63
316148;NÃO INFORMADA;2;2025;105825067.01
320897;NÃO INFORMADA;2;2025;58895370.21
321125;NÃO INFORMADA;2;2025;9802954.36
304484;NÃO INFORMADA;2;2025;30108920.38
309087;NÃO INFORMADA;2;2025;62385228.81
311391;NÃO INFORMADA;2;2025;7247247.94
312126;NÃO INFORMADA;2;2025;1264678319.52
313475;NÃO INFORMADA;2;2025;6745471.91
315729;NÃO INFORMADA;2;2025;435383420.75
316881;NÃO INFORMADA;2;2025;94505704.94
316903;NÃO INFORMADA;2;2025;257845.10
316997;NÃO INFORMADA;2;2025;4370264.29
000701;NÃO INFORMADA;2;2025;2948351937.63
300730;NÃO INFORMADA;2;2025;1807293.18
303976;NÃO INFORMADA;2;2025;895912598.46
304701;NÃO INFORMADA;2;2025;2403227170.07
305227;NÃO INFORMADA;2;2025;64319251.24
305472;NÃO INFORMADA;2;2025;67256101.86
311057;NÃO INFORMADA;2;2025;16074310.56
314242;NÃO INFORMADA;2;2025;26311484.29
314315;NÃO INFORMADA;2;2025;7188619.13
306754;NÃO INFORMADA;2;2025;26395924.59
422029;NÃO INFORMADA;2;2025;141445386.80
422134;NÃO INFORMADA;2;2025;0
422398;NÃO INFORMADA;2;2025;47742665.68
422401;NÃO INFORMADA;2;2025;0
422584;NÃO INFORMADA;2;2025;12158145.62
422746;NÃO INFORMADA;2;2025;1516634.21
423017;NÃO INFORMADA;2;2025;0
423203;NÃO INFORMADA;2;2025;2133752.23
423645;NÃO INFORMADA;2;2025;57066.30
423718;NÃO INFORMADA;2;2025;9298723.09
423912;NÃO INFORMADA;2;2025;177539.47
419010;NÃO INFORMADA;2;2025;230832355.41
419567;NÃO INFORMADA;2;2025;0
419851;NÃO INFORMADA;2;2025;7124792.80
420000;NÃO INFORMADA;2;2025;34862935.00
420051;NÃO INFORMADA;2;2025;286461.05
420981;NÃO INFORMADA;2;2025;4270246.56
421341;NÃO INFORMADA;2;2025;52391484.33
421421;NÃO INFORMADA;2;2025;135254460.37
422835;NÃO INFORMADA;2;2025;10752593.28
423572;NÃO INFORMADA;2;2025;307454.33
419079;NÃO INFORMADA;2;2025;0
420271;NÃO INFORMADA;2;2025;8605719.04
421154;NÃO INFORMADA;2;2025;25241548.72
423181;NÃO INFORMADA;2;2025;340039.79
423319;NÃO INFORMADA;2;2025;25858911.34
423335;NÃO INFORMADA;2;2025;22767110.50
423815;NÃO INFORMADA;2;2025;37551.54
424145;NÃO INFORMADA;2;2025;0
419052;NÃO INFORMADA;2;2025;29064747.96
419141;NÃO INFORMADA;2;2025;71915163.26
419281;NÃO INFORMADA;2;2025;1056675.93
419524;NÃO INFORMADA;2;2025;604123.1
420093;NÃO INFORMADA;2;2025;2489456.27
420166;NÃO INFORMADA;2;2025;91890764.67
423441;NÃO INFORMADA;2;2025;3288491.51
423564;NÃO INFORMADA;2;2025;457763.32
419419;NÃO INFORMADA;2;2025;21063447.04
421731;NÃO INFORMADA;2;2025;33194818.19
422088;NÃO INFORMADA;2;2025;1976618.86
423262;NÃO INFORMADA;2;2025;265802.97
423629;NÃO INFORMADA;2;2025;9619155.98
420085;NÃO INFORMADA;2;2025;9390754.89
421944;NÃO INFORMADA;2;2025;29758033.38
422321;NÃO INFORMADA;2;2025;38761401.61
422380;NÃO INFORMADA;2;2025;4701165.29
422720;NÃO INFORMADA;2;2025;182650903.93
422827;NÃO INFORMADA;2;2025;14127510.46
423432;NÃO INFORMADA;2;2025;1737352.37
423548;NÃO INFORMADA;2;2025;9213308.54
419753;NÃO INFORMADA;2;2025;4659672.31
421928;NÃO INFORMADA;2;2025;208838346.74
422304;NÃO INFORMADA;2;2025;3001448.05
422487;NÃO INFORMADA;2;2025;4888161.76
423661;NÃO INFORMADA;2;2025;38468536.22
419028;NÃO INFORMADA;2;2025;1579051.54
419133;NÃO INFORMADA;2;2025;1153812230.88
419486;NÃO INFORMADA;2;2025;40231437.58
420158;NÃO INFORMADA;2;2025;59136884.46
420816;NÃO INFORMADA;2;2025;1364293.87
421006;NÃO INFORMADA;2;2025;30172788.53
421642;NÃO INFORMADA;2;2025;34367.81
423173;NÃO INFORMADA;2;2025;148098734.96
423351;NÃO INFORMADA;2;2025;12234662.2
419974;NÃO INFORMADA;2;2025;4783044.29
410128;NÃO INFORMADA;2;2025;22483235.49
411868;NÃO INFORMADA;2;2025;4447004.90
413283;NÃO INFORMADA;2;2025;2226537.73
414026;NÃO INFORMADA;2;2025;3871197.36
417530;NÃO INFORMADA;2;2025;167003980.74
417599;NÃO INFORMADA;2;2025;50644037.65
418803;NÃO INFORMADA;2;2025;63138458.76
418919;NÃO INFORMADA;2;2025;32739384.48
417718;NÃO INFORMADA;2;2025;0
417815;NÃO INFORMADA;2;2025;39029070.23
370088;NÃO INFORMADA;2;2025;36641361.00
386588;NÃO INFORMADA;2;2025;195191456.53
393533;NÃO INFORMADA;2;2025;22047949.93
401081;NÃO INFORMADA;2;2025;59923697.38
407569;NÃO INFORMADA;2;2025;3421666.04
408522;NÃO INFORMADA;2;2025;756291.51
409413;NÃO INFORMADA;2;2025;7715386.92
411248;NÃO INFORMADA;2;2025;3252307.38
412635;NÃO INFORMADA;2;2025;12578773.61
416568;NÃO INFORMADA;2;2025;156782632.90
417661;NÃO INFORMADA;2;2025;35265230.74
417831;NÃO INFORMADA;2;2025;1769720.55
417955;NÃO INFORMADA;2;2025;36276516.71
418021;NÃO INFORMADA;2;2025;187136041.91
418072;NÃO INFORMADA;2;2025;1073123.78
418170;NÃO INFORMADA;2;2025;181052561.95
388092;NÃO INFORMADA;2;2025;6271842.20
408263;NÃO INFORMADA;2;2025;5864572.36
409405;NÃO INFORMADA;2;2025;2410738.32
410888;NÃO INFORMADA;2;2025;15463252.34
411256;NÃO INFORMADA;2;2025;250486586.21
413267;NÃO INFORMADA;2;2025;1199547.23
414352;NÃO INFORMADA;2;2025;66069823.56
418374;NÃO INFORMADA;2;2025;99800225.12
370975;NÃO INFORMADA;2;2025;30904955.41
379280;NÃO INFORMADA;2;2025;112393930.35
382655;NÃO INFORMADA;2;2025;3199541.93
387185;NÃO INFORMADA;2;2025;16124775.22
402206;NÃO INFORMADA;2;2025;13407361.98
406937;NÃO INFORMADA;2;2025;13473223.76
413518;NÃO INFORMADA;2;2025;12208743.73
414573;NÃO INFORMADA;2;2025;38806921.22
418552;NÃO INFORMADA;2;2025;124534.83
417475;NÃO INFORMADA;2;2025;5232223.83
417491;NÃO INFORMADA;2;2025;3259765.55
417505;NÃO INFORMADA;2;2025;327983636.64
417548;NÃO INFORMADA;2;2025;92883341.26
381144;NÃO INFORMADA;2;2025;2681542.16
407534;NÃO INFORMADA;2;2025;1325834.82
408093;NÃO INFORMADA;2;2025;1929626.62
410110;NÃO INFORMADA;2;2025;14240927.38
411809;NÃO INFORMADA;2;2025;6778699.34
413429;NÃO INFORMADA;2;2025;9740478.04
416401;NÃO INFORMADA;2;2025;120123772.35
418617;NÃO INFORMADA;2;2025;22121295.53
417131;NÃO INFORMADA;2;2025;1176057.98
417211;NÃO INFORMADA;2;2025;35624960.04
417297;NÃO INFORMADA;2;2025;71650574.99
371106;NÃO INFORMADA;2;2025;143991604.58
371629;NÃO INFORMADA;2;2025;122793935.81
372561;NÃO INFORMADA;2;2025;68077104.86
390259;NÃO INFORMADA;2;2025;4309901.27
393321;NÃO INFORMADA;2;2025;65485414.37
406813;NÃO INFORMADA;2;2025;2748999.00
407224;NÃO INFORMADA;2;2025;2531035.11
412295;NÃO INFORMADA;2;2025;37497402.80
413747;NÃO INFORMADA;2;2025;2145423.15
416525;NÃO INFORMADA;2;2025;5167600.18
406481;NÃO INFORMADA;2;2025;48756961.63
409791;NÃO INFORMADA;2;2025;2923299.16
415243;NÃO INFORMADA;2;2025;2330029.47
417106;NÃO INFORMADA;2;2025;1307520.12
418650;NÃO INFORMADA;2;2025;81625334.80
418731;NÃO INFORMADA;2;2025;38123214.42
418749;NÃO INFORMADA;2;2025;4502737.67
370711;NÃO INFORMADA;2;2025;2713776.45
385697;NÃO INFORMADA;2;2025;342589818.64
407011;NÃO INFORMADA;2;2025;443556763.12
408034;NÃO INFORMADA;2;2025;2562330.59
412252;NÃO INFORMADA;2;2025;14028614.89
413372;NÃO INFORMADA;2;2025;11517784.48
414492;NÃO INFORMADA;2;2025;104587342.97
416495;NÃO INFORMADA;2;2025;39534393.78
418820;NÃO INFORMADA;2;2025;28258932.66
389854;NÃO INFORMADA;2;2025;6927894.92
404241;NÃO INFORMADA;2;2025;12492943.99
406805;NÃO INFORMADA;2;2025;11291142.64
333239;NÃO INFORMADA;2;2025;628262.89
333689;NÃO INFORMADA;2;2025;766873669.49
334847;NÃO INFORMADA;2;2025;11582776.61
335479;NÃO INFORMADA;2;2025;255007505.92
337561;NÃO INFORMADA;2;2025;11865017.62
342343;NÃO INFORMADA;2;2025;72270495.15
